datefly,odor_pair_str,correlation,odor_pair
2019-03-07/2,"1-6ol, 2-but",0.07364940072957082,"1-6ol, 2-but"
2019-05-09/4,"1-6ol, 2-but",0.04889262777855763,"1-6ol, 2-but"
2019-05-09/5,"1-6ol, 2-but",0.016441757746745833,"1-6ol, 2-but"
2019-05-23/2,"1-6ol, 2-but",0.05803159602158836,"1-6ol, 2-but"
2019-05-24/1,"1-6ol, 2-but",0.02173464142105863,"1-6ol, 2-but"
2019-05-24/3,"1-6ol, 2-but",0.002565438048025781,"1-6ol, 2-but"
2019-05-24/4,"1-6ol, 2-but",0.18450805187315567,"1-6ol, 2-but"
2019-07-19/2,"1-6ol, 2-but",0.124067074853771,"1-6ol, 2-but"
2019-09-12/1,"1-6ol, 2-but",0.760204435337136,"1-6ol, 2-but"
2019-09-12/2,"1-6ol, 2-but",0.15999683365716066,"1-6ol, 2-but"
2019-03-06/3,"1-6ol, 2h",0.2752357846665887,"1-6ol, 2h"
2019-03-07/2,"1-6ol, 2h",0.2126251998739197,"1-6ol, 2h"
2019-04-26/4,"1-6ol, 2h",0.20786753530483548,"1-6ol, 2h"
2019-07-19/2,"1-6ol, 2h",0.19417581329787037,"1-6ol, 2h"
2019-09-12/1,"1-6ol, 2h",0.3436812474730844,"1-6ol, 2h"
2019-09-12/2,"1-6ol, 2h",0.1938735181454435,"1-6ol, 2h"
2019-03-07/2,"1-6ol, 6al",0.22714415619816408,"1-6ol, 6al"
2019-05-23/2,"1-6ol, 6al",0.5370027111490212,"1-6ol, 6al"
2019-05-24/1,"1-6ol, 6al",0.40047593240802515,"1-6ol, 6al"
2019-05-24/3,"1-6ol, 6al",0.49902976255594644,"1-6ol, 6al"
2019-05-24/4,"1-6ol, 6al",0.3403475800916902,"1-6ol, 6al"
2019-07-19/2,"1-6ol, 6al",0.5007263230646735,"1-6ol, 6al"
2019-09-12/1,"1-6ol, 6al",0.4950857852732278,"1-6ol, 6al"
2019-09-12/2,"1-6ol, 6al",0.2750706399106073,"1-6ol, 6al"
2019-05-23/2,"1-6ol, B-cit",0.05061597616793456,"1-6ol, B-cit"
2019-07-19/2,"1-6ol, B-cit",0.1427666760295938,"1-6ol, B-cit"
2019-09-12/1,"1-6ol, B-cit",-0.06040848896127904,"1-6ol, B-cit"
2019-09-12/2,"1-6ol, B-cit",0.1991768958234097,"1-6ol, B-cit"
2019-03-07/2,"1-6ol, ECin",-0.017957817715990476,"1-6ol, ECin"
2019-03-06/4,"1-6ol, IaA",0.06871065328202675,"1-6ol, IaA"
2019-03-07/2,"1-6ol, IaA",0.10558649792088048,"1-6ol, IaA"
2019-07-19/2,"1-6ol, IaA",0.055690212962885566,"1-6ol, IaA"
2019-09-12/1,"1-6ol, IaA",0.573535237017642,"1-6ol, IaA"
2019-09-12/2,"1-6ol, IaA",0.1164811539208076,"1-6ol, IaA"
2019-03-07/2,"1-6ol, Lin",0.1544067461999965,"1-6ol, Lin"
2019-07-19/2,"1-6ol, Lin",0.1794196297139915,"1-6ol, Lin"
2019-09-12/1,"1-6ol, Lin",0.35996946816791,"1-6ol, Lin"
2019-09-12/2,"1-6ol, Lin",0.06358061115142022,"1-6ol, Lin"
2019-03-06/3,"1-6ol, MethOct",0.08134296230609361,"1-6ol, MethOct"
2019-03-07/2,"1-6ol, MethOct",0.06383194071641196,"1-6ol, MethOct"
2019-04-26/4,"1-6ol, MethOct",-0.019503444873075537,"1-6ol, MethOct"
2019-05-09/4,"1-6ol, MethOct",0.02856573933312445,"1-6ol, MethOct"
2019-05-09/5,"1-6ol, MethOct",0.10573171123992187,"1-6ol, MethOct"
2019-03-06/4,"1-6ol, PropAc",0.015368675551796773,"1-6ol, PropAc"
2019-05-09/4,"1-6ol, PropAc",0.07287795981541556,"1-6ol, PropAc"
2019-05-09/5,"1-6ol, PropAc",0.11771650532506905,"1-6ol, PropAc"
2019-03-06/4,"1-6ol, aa",0.007073666095580022,"1-6ol, aa"
2018-10-21/1,"1-6ol, benz",0.343491412335435,"1-6ol, benz"
2019-03-07/2,"1-6ol, benz",0.09760578843885681,"1-6ol, benz"
2019-04-26/4,"1-6ol, benz",0.16489876060934272,"1-6ol, benz"
2019-05-09/4,"1-6ol, benz",0.06544033199186261,"1-6ol, benz"
2019-05-09/5,"1-6ol, benz",0.11402804139717138,"1-6ol, benz"
2019-05-23/2,"1-6ol, benz",0.12192773850507477,"1-6ol, benz"
2019-05-24/1,"1-6ol, benz",0.08141344777491355,"1-6ol, benz"
2019-05-24/3,"1-6ol, benz",0.01741966244912141,"1-6ol, benz"
2019-05-24/4,"1-6ol, benz",0.23658176008295473,"1-6ol, benz"
2019-07-19/2,"1-6ol, benz",0.22734837122306217,"1-6ol, benz"
2019-09-12/1,"1-6ol, benz",0.12008781359191101,"1-6ol, benz"
2019-09-12/2,"1-6ol, benz",0.10419981685864343,"1-6ol, benz"
2019-03-06/3,"1-6ol, d-dlac",0.03608907993523636,"1-6ol, d-dlac"
2019-03-07/2,"1-6ol, eb",0.06751663703822841,"1-6ol, eb"
2019-04-26/4,"1-6ol, eb",-0.001053258471318097,"1-6ol, eb"
2019-05-23/2,"1-6ol, eb",0.11281913177629299,"1-6ol, eb"
2019-05-24/1,"1-6ol, eb",-0.035762468292886984,"1-6ol, eb"
2019-05-24/3,"1-6ol, eb",-0.009840503350606822,"1-6ol, eb"
2019-05-24/4,"1-6ol, eb",0.21386248727785495,"1-6ol, eb"
2019-07-19/2,"1-6ol, eb",0.15212078096034376,"1-6ol, eb"
2019-09-12/1,"1-6ol, eb",0.7381276078514913,"1-6ol, eb"
2019-09-12/2,"1-6ol, eb",0.14856165987412162,"1-6ol, eb"
2019-03-06/3,"1-6ol, ep",0.13311358373184956,"1-6ol, ep"
2019-04-26/4,"1-6ol, ep",0.04666824440361195,"1-6ol, ep"
2019-05-09/4,"1-6ol, ep",0.024956433207809603,"1-6ol, ep"
2019-05-09/5,"1-6ol, ep",0.04155416548570001,"1-6ol, ep"
2019-05-23/2,"1-6ol, ep",0.06636885849567042,"1-6ol, ep"
2019-05-24/1,"1-6ol, ep",0.014635610721608017,"1-6ol, ep"
2019-05-24/3,"1-6ol, ep",0.01140318645952998,"1-6ol, ep"
2019-05-24/4,"1-6ol, ep",0.22301666525402153,"1-6ol, ep"
2019-07-19/2,"1-6ol, ep",0.1332940314124128,"1-6ol, ep"
2019-09-12/1,"1-6ol, ep",0.6863998405265974,"1-6ol, ep"
2019-09-12/2,"1-6ol, ep",0.1210570208864169,"1-6ol, ep"
2019-03-07/2,"1-6ol, eug",0.04589723286895575,"1-6ol, eug"
2019-04-26/4,"1-6ol, eug",-0.04294383454753081,"1-6ol, eug"
2019-05-09/4,"1-6ol, eug",0.05132387544240202,"1-6ol, eug"
2019-05-09/5,"1-6ol, eug",-0.012497881304624814,"1-6ol, eug"
2019-03-06/3,"1-6ol, g-6lac",-0.007698174201216101,"1-6ol, g-6lac"
2019-03-07/2,"1-6ol, g-6lac",0.08588942403606759,"1-6ol, g-6lac"
2018-10-21/1,"1-6ol, ms",0.016890619701100396,"1-6ol, ms"
2019-03-06/3,"1-6ol, ms",-0.04600665634828127,"1-6ol, ms"
2019-03-07/2,"1-6ol, ms",-0.006748698038976597,"1-6ol, ms"
2019-04-26/4,"1-6ol, ms",-0.00833118275106104,"1-6ol, ms"
2019-05-24/1,"1-6ol, ms",-0.03904396410729016,"1-6ol, ms"
2019-05-24/3,"1-6ol, ms",-0.01403003971504635,"1-6ol, ms"
2019-05-24/4,"1-6ol, ms",0.053621589884885634,"1-6ol, ms"
2019-07-19/2,"1-6ol, ms",0.14487254121847437,"1-6ol, ms"
2019-09-12/1,"1-6ol, ms",0.22847157923415784,"1-6ol, ms"
2019-09-12/2,"1-6ol, ms",0.03339750120292018,"1-6ol, ms"
2018-10-21/1,"1-6ol, pa",0.2923097019914891,"1-6ol, pa"
2019-03-06/4,"1-6ol, pa",0.020027350946613565,"1-6ol, pa"
2019-05-23/2,"1-6ol, pa",0.2919008167804986,"1-6ol, pa"
2019-05-24/1,"1-6ol, pa",0.25587901376898703,"1-6ol, pa"
2019-05-24/3,"1-6ol, pa",0.22419862555510273,"1-6ol, pa"
2019-05-24/4,"1-6ol, pa",0.33966980016226034,"1-6ol, pa"
2019-07-19/2,"1-6ol, pa",0.36351323952252046,"1-6ol, pa"
2019-09-12/1,"1-6ol, pa",0.49479409564979493,"1-6ol, pa"
2019-09-12/2,"1-6ol, pa",0.26956133623718104,"1-6ol, pa"
2019-07-19/2,"1-6ol, t2h",0.15410123976889767,"1-6ol, t2h"
2019-09-12/1,"1-6ol, t2h",0.3208304275148369,"1-6ol, t2h"
2019-09-12/2,"1-6ol, t2h",0.24320155444714997,"1-6ol, t2h"
2019-03-06/4,"1-6ol, va",0.04378874647263076,"1-6ol, va"
2019-03-07/2,"1-6ol, va",0.0650425635168228,"1-6ol, va"
2019-05-09/4,"1-6ol, va",-0.03683992195000907,"1-6ol, va"
2019-05-09/5,"1-6ol, va",-0.027785434474122406,"1-6ol, va"
2019-07-19/2,"1-6ol, va",0.06978155781449802,"1-6ol, va"
2019-09-12/1,"1-6ol, va",0.11880392320317379,"1-6ol, va"
2019-09-12/2,"1-6ol, va",-0.003955820403862109,"1-6ol, va"
2018-10-21/1,"1-8ol, 1-8ol",1.0,"1-8ol, 1-8ol"
2019-03-06/4,"1-8ol, 1-8ol",1.0,"1-8ol, 1-8ol"
2019-04-26/4,"1-8ol, 1-8ol",1.0,"1-8ol, 1-8ol"
2019-05-09/4,"1-8ol, 1-8ol",1.0,"1-8ol, 1-8ol"
2019-05-09/5,"1-8ol, 1-8ol",1.0,"1-8ol, 1-8ol"
2019-05-23/2,"1-8ol, 1-8ol",1.0,"1-8ol, 1-8ol"
2019-05-24/1,"1-8ol, 1-8ol",1.0,"1-8ol, 1-8ol"
2019-05-24/3,"1-8ol, 1-8ol",1.0,"1-8ol, 1-8ol"
2019-05-24/4,"1-8ol, 1-8ol",1.0,"1-8ol, 1-8ol"
2019-07-19/2,"1-8ol, 1-8ol",1.0,"1-8ol, 1-8ol"
2019-09-12/1,"1-8ol, 1-8ol",1.0,"1-8ol, 1-8ol"
2019-09-12/2,"1-8ol, 1-8ol",1.0,"1-8ol, 1-8ol"
2019-03-06/4,"1-8ol, 2-but",0.14479322840361986,"1-8ol, 2-but"
2019-05-23/2,"1-8ol, 2-but",0.05331814083816122,"1-8ol, 2-but"
2019-05-24/1,"1-8ol, 2-but",0.03123856667775804,"1-8ol, 2-but"
2019-05-24/3,"1-8ol, 2-but",-0.04688391300518724,"1-8ol, 2-but"
2019-05-24/4,"1-8ol, 2-but",0.03610638705508096,"1-8ol, 2-but"
2019-07-19/2,"1-8ol, 2-but",0.010219668200067145,"1-8ol, 2-but"
2019-09-12/1,"1-8ol, 2-but",0.331049142813881,"1-8ol, 2-but"
2019-09-12/2,"1-8ol, 2-but",0.2900581051639355,"1-8ol, 2-but"
2019-04-26/4,"1-8ol, 2h",0.18221572889184734,"1-8ol, 2h"
2019-05-09/4,"1-8ol, 2h",-0.003916540531628598,"1-8ol, 2h"
2019-05-09/5,"1-8ol, 2h",0.10959213899515063,"1-8ol, 2h"
2019-07-19/2,"1-8ol, 2h",0.010803285040532407,"1-8ol, 2h"
2019-09-12/1,"1-8ol, 2h",0.2040823841604288,"1-8ol, 2h"
2019-09-12/2,"1-8ol, 2h",0.20263279360993636,"1-8ol, 2h"
2018-10-21/1,"1-8ol, 6al",0.32586558805535604,"1-8ol, 6al"
2019-05-09/4,"1-8ol, 6al",0.5355978962281396,"1-8ol, 6al"
2019-05-09/5,"1-8ol, 6al",-0.039215033178360725,"1-8ol, 6al"
2019-05-23/2,"1-8ol, 6al",0.3648184441911514,"1-8ol, 6al"
2019-05-24/1,"1-8ol, 6al",0.45196147895452665,"1-8ol, 6al"
2019-05-24/3,"1-8ol, 6al",-0.16606731571767597,"1-8ol, 6al"
2019-05-24/4,"1-8ol, 6al",-0.017447038972930207,"1-8ol, 6al"
2018-10-21/1,"1-8ol, B-cit",0.6344541190916658,"1-8ol, B-cit"
2019-05-09/4,"1-8ol, B-cit",0.2971205258480838,"1-8ol, B-cit"
2019-05-09/5,"1-8ol, B-cit",0.42468896825336366,"1-8ol, B-cit"
2019-05-23/2,"1-8ol, B-cit",0.3337952299635415,"1-8ol, B-cit"
2019-03-06/4,"1-8ol, IaA",0.010677206047573162,"1-8ol, IaA"
2019-05-09/4,"1-8ol, IaA",-0.014808272442227599,"1-8ol, IaA"
2019-05-09/5,"1-8ol, IaA",0.09718163502470378,"1-8ol, IaA"
2019-07-19/2,"1-8ol, IaA",0.045915408487534615,"1-8ol, IaA"
2019-07-19/2,"1-8ol, Lin",0.37168043418826235,"1-8ol, Lin"
2019-09-12/1,"1-8ol, Lin",0.5321548674516664,"1-8ol, Lin"
2019-09-12/2,"1-8ol, Lin",0.6666079379159044,"1-8ol, Lin"
2019-03-06/4,"1-8ol, aa",0.33633095847271854,"1-8ol, aa"
2019-04-26/4,"1-8ol, benz",0.050477242837324576,"1-8ol, benz"
2019-05-09/5,"1-8ol, benz",0.004284240861916366,"1-8ol, benz"
2019-05-23/2,"1-8ol, benz",0.0821852224074694,"1-8ol, benz"
2019-05-24/1,"1-8ol, benz",0.09800262233354995,"1-8ol, benz"
2019-05-24/3,"1-8ol, benz",-2.4737007219055585e-05,"1-8ol, benz"
2019-05-24/4,"1-8ol, benz",-0.02275050092739117,"1-8ol, benz"
2018-10-21/1,"1-8ol, eb",0.044860095143751555,"1-8ol, eb"
2019-04-26/4,"1-8ol, eb",-0.029979456654634085,"1-8ol, eb"
2019-05-23/2,"1-8ol, eb",0.19791262764405304,"1-8ol, eb"
2019-05-24/1,"1-8ol, eb",0.120616118808471,"1-8ol, eb"
2019-05-24/3,"1-8ol, eb",-0.020116666022186758,"1-8ol, eb"
2019-05-24/4,"1-8ol, eb",-0.06300074743667894,"1-8ol, eb"
2019-09-12/1,"1-8ol, eb",0.25831348790083863,"1-8ol, eb"
2019-09-12/2,"1-8ol, eb",0.23604366776419305,"1-8ol, eb"
2018-10-21/1,"1-8ol, ep",-0.07950135275823311,"1-8ol, ep"
2019-04-26/4,"1-8ol, ep",-0.04850761249282898,"1-8ol, ep"
2019-05-23/2,"1-8ol, ep",0.028409260641591216,"1-8ol, ep"
2019-05-24/1,"1-8ol, ep",0.09551303206731077,"1-8ol, ep"
2019-05-24/3,"1-8ol, ep",-0.0710367223662769,"1-8ol, ep"
2019-05-24/4,"1-8ol, ep",-0.02869908120576059,"1-8ol, ep"
2019-07-19/2,"1-8ol, ep",0.00951831220388677,"1-8ol, ep"
2019-09-12/1,"1-8ol, ep",0.1915851041617156,"1-8ol, ep"
2019-09-12/2,"1-8ol, ep",0.14562259472252503,"1-8ol, ep"
2019-04-26/4,"1-8ol, ms",0.06716223291156498,"1-8ol, ms"
2019-05-24/1,"1-8ol, ms",0.036213402302413655,"1-8ol, ms"
2019-05-24/3,"1-8ol, ms",-0.02855997173430036,"1-8ol, ms"
2019-05-24/4,"1-8ol, ms",-0.03437149725283284,"1-8ol, ms"
2019-03-06/4,"1-8ol, pa",-0.058284999918569946,"1-8ol, pa"
2019-05-09/4,"1-8ol, pa",0.053581256227895224,"1-8ol, pa"
2019-05-09/5,"1-8ol, pa",-0.007840331206669493,"1-8ol, pa"
2019-05-23/2,"1-8ol, pa",0.268141825287347,"1-8ol, pa"
2019-05-24/1,"1-8ol, pa",0.19428119512733522,"1-8ol, pa"
2019-05-24/3,"1-8ol, pa",-0.06575518805448888,"1-8ol, pa"
2019-05-24/4,"1-8ol, pa",0.07829226775645581,"1-8ol, pa"
2019-05-09/4,"1-8ol, t2h",0.31048776778731735,"1-8ol, t2h"
2019-05-09/5,"1-8ol, t2h",0.030076519162479998,"1-8ol, t2h"
2019-07-19/2,"1-8ol, t2h",0.16243304648296775,"1-8ol, t2h"
2019-09-12/1,"1-8ol, t2h",0.2744848333256642,"1-8ol, t2h"
2019-09-12/2,"1-8ol, t2h",0.25112475392384603,"1-8ol, t2h"
2019-03-06/4,"1-8ol, va",0.2478073350792077,"1-8ol, va"
2019-05-09/4,"1-8ol, va",0.010701007557108011,"1-8ol, va"
2019-03-07/2,"1p3ol, 1p3ol",1.0,"1p3ol, 1p3ol"
2019-05-09/4,"1p3ol, 1p3ol",1.0,"1p3ol, 1p3ol"
2019-05-09/5,"1p3ol, 1p3ol",1.0,"1p3ol, 1p3ol"
2019-03-07/2,"1p3ol, MethOct",0.2030186603056856,"1p3ol, MethOct"
2019-05-09/4,"1p3ol, MethOct",0.10798419676050575,"1p3ol, MethOct"
2019-05-09/5,"1p3ol, MethOct",0.20274528428887206,"1p3ol, MethOct"
2019-03-07/2,"1p3ol, g-6lac",0.39378725364020983,"1p3ol, g-6lac"
2019-03-07/2,"2-but, 1p3ol",0.12410422561434509,"2-but, 1p3ol"
2019-05-09/4,"2-but, 1p3ol",0.09668145329422817,"2-but, 1p3ol"
2019-05-09/5,"2-but, 1p3ol",0.0648890517984092,"2-but, 1p3ol"
2018-10-21/1,"2-but, 2-but",1.0,"2-but, 2-but"
2019-03-06/3,"2-but, 2-but",1.0,"2-but, 2-but"
2019-03-06/4,"2-but, 2-but",1.0,"2-but, 2-but"
2019-03-07/2,"2-but, 2-but",1.0,"2-but, 2-but"
2019-05-09/4,"2-but, 2-but",1.0,"2-but, 2-but"
2019-05-09/5,"2-but, 2-but",1.0,"2-but, 2-but"
2019-05-23/2,"2-but, 2-but",1.0,"2-but, 2-but"
2019-05-24/1,"2-but, 2-but",1.0,"2-but, 2-but"
2019-05-24/3,"2-but, 2-but",1.0,"2-but, 2-but"
2019-05-24/4,"2-but, 2-but",1.0,"2-but, 2-but"
2019-07-19/2,"2-but, 2-but",1.0,"2-but, 2-but"
2019-09-12/1,"2-but, 2-but",1.0,"2-but, 2-but"
2019-09-12/2,"2-but, 2-but",1.0,"2-but, 2-but"
2018-10-21/1,"2-but, 2h",-0.08205406886936939,"2-but, 2h"
2019-03-06/3,"2-but, 2h",0.03004831381140105,"2-but, 2h"
2019-03-07/2,"2-but, 2h",0.12600654688799284,"2-but, 2h"
2019-07-19/2,"2-but, 2h",0.10465213849907107,"2-but, 2h"
2019-09-12/1,"2-but, 2h",0.2631805795490998,"2-but, 2h"
2019-09-12/2,"2-but, 2h",0.31289781025783725,"2-but, 2h"
2019-03-07/2,"2-but, 6al",-0.011946096344986445,"2-but, 6al"
2019-05-23/2,"2-but, 6al",0.035406524177522436,"2-but, 6al"
2019-05-24/1,"2-but, 6al",0.04347429120811919,"2-but, 6al"
2019-05-24/3,"2-but, 6al",-0.02526234427169194,"2-but, 6al"
2019-05-24/4,"2-but, 6al",0.055827445876067805,"2-but, 6al"
2019-07-19/2,"2-but, 6al",0.028315534001182363,"2-but, 6al"
2019-09-12/1,"2-but, 6al",0.41856030704288316,"2-but, 6al"
2019-09-12/2,"2-but, 6al",0.26321855145291106,"2-but, 6al"
2018-10-21/1,"2-but, B-cit",0.03645482571610037,"2-but, B-cit"
2019-05-23/2,"2-but, B-cit",0.09853170132262601,"2-but, B-cit"
2019-07-19/2,"2-but, B-cit",0.09169319966279676,"2-but, B-cit"
2019-09-12/1,"2-but, B-cit",-0.06299583293299493,"2-but, B-cit"
2019-09-12/2,"2-but, B-cit",0.3243634927300634,"2-but, B-cit"
2019-03-07/2,"2-but, ECin",0.07088855848163,"2-but, ECin"
2019-03-06/4,"2-but, IaA",0.023088193427988957,"2-but, IaA"
2019-03-07/2,"2-but, IaA",-0.005604885837711127,"2-but, IaA"
2019-07-19/2,"2-but, IaA",0.017444058678185992,"2-but, IaA"
2019-09-12/1,"2-but, IaA",0.48994453963465245,"2-but, IaA"
2019-09-12/2,"2-but, IaA",0.2269147571509328,"2-but, IaA"
2019-03-07/2,"2-but, Lin",-0.011108825876105621,"2-but, Lin"
2019-07-19/2,"2-but, Lin",0.1459703590379835,"2-but, Lin"
2019-09-12/1,"2-but, Lin",0.33633023751462887,"2-but, Lin"
2019-09-12/2,"2-but, Lin",0.1544852698438075,"2-but, Lin"
2019-03-06/3,"2-but, MethOct",-0.03559023790558169,"2-but, MethOct"
2019-03-07/2,"2-but, MethOct",0.04005725502426438,"2-but, MethOct"
2019-05-09/4,"2-but, MethOct",0.03110571616853275,"2-but, MethOct"
2019-05-09/5,"2-but, MethOct",-0.0224958744157,"2-but, MethOct"
2019-03-06/4,"2-but, PropAc",0.09183882669758703,"2-but, PropAc"
2019-05-09/4,"2-but, PropAc",0.06971384850982765,"2-but, PropAc"
2019-05-09/5,"2-but, PropAc",0.11408513527922837,"2-but, PropAc"
2019-03-06/4,"2-but, aa",0.19250777719766754,"2-but, aa"
2018-10-21/1,"2-but, benz",0.0075392617937878326,"2-but, benz"
2019-03-07/2,"2-but, benz",-0.0314501876159794,"2-but, benz"
