bodyId_pre,type_pre,instance_pre,bodyId_post,type_post,instance_post,roi,weight
425790257,APL,APL_R,753839564,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,5812979069,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,846616006,KCab-c,KCab-c_R,bL(R),7
425790257,APL,APL_R,754154720,NA,KC part due to gap,CA(R),7
425790257,APL,APL_R,332340236,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,5813095472,KCa'b'-m,KCa'b'-m_R,PED(R),7
425790257,APL,APL_R,940425171,KCab-s,KCab-s_R,PED(R),7
425790257,APL,APL_R,798192091,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,5813075855,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,767161677,KCab-m,KCab-m_R,aL(R),7
425790257,APL,APL_R,767161677,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,5813054085,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,1142994933,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,570327880,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,798196366,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,1068954391,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,1142019737,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,5813095523,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,829015629,KCab-m,KCab-m_R,CA(R),7
425790257,APL,APL_R,941111195,KCab-m,KCab-m_R,CA(R),7
425790257,APL,APL_R,816254592,KCab-c,KCab-c_R,aL(R),7
425790257,APL,APL_R,5813110928,KCab-s,KCab-s_R,CA(R),7
425790257,APL,APL_R,363042781,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,1111278454,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,1203774508,KCg-d,KCg-d_R,CA(R),7
425790257,APL,APL_R,394759626,KCab-c,KCab-c_R,bL(R),7
425790257,APL,APL_R,799560834,KCa'b'-m,KCa'b'-m_R,CA(R),7
425790257,APL,APL_R,1141346308,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,755868550,KCab-c,KCab-c_R,CA(R),7
425790257,APL,APL_R,363034174,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,940079170,KCab-s,KCab-s_R,CA(R),7
425790257,APL,APL_R,5813096528,KCg-d,KCg-d_R,CA(R),7
425790257,APL,APL_R,5813056372,KCa'b'-m,KCa'b'-m_R,PED(R),7
425790257,APL,APL_R,1233703950,KCab-s,KCab-s_R,PED(R),7
425790257,APL,APL_R,1139921865,KCab-m,KCab-m_R,PED(R),7
425790257,APL,APL_R,860257495,KCab-m,KCab-m_R,CA(R),7
425790257,APL,APL_R,363038831,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,1140603698,KCab-s,KCab-s_R,CA(R),7
425790257,APL,APL_R,5813098738,KCab-s,KCab-s_R,CA(R),7
425790257,APL,APL_R,815922112,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,755173211,NA,KC part due to gap,CA(R),7
425790257,APL,APL_R,363034501,KCab-c,KCab-c_R,CA(R),7
425790257,APL,APL_R,1141010036,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,755177787,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,1204775735,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,5813077575,KCg-d,KCg-d_R,CA(R),7
425790257,APL,APL_R,363030024,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,798869986,KCab-s,KCab-s_R,CA(R),7
425790257,APL,APL_R,941102504,KCab-m,KCab-m_R,CA(R),7
425790257,APL,APL_R,363370913,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,798537392,KCab-c,KCab-c_R,bL(R),7
425790257,APL,APL_R,754202022,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,756567539,KCab-m,KCab-m_R,aL(R),7
425790257,APL,APL_R,817985849,KCab-s,KCab-s_R,PED(R),7
425790257,APL,APL_R,1141972158,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,1100675450,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,1236816635,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,970772961,KCab-c,KCab-c_R,bL(R),7
425790257,APL,APL_R,332007728,KCab-m,KCab-m_R,aL(R),7
425790257,APL,APL_R,954730964,KCab-s,KCab-s_R,PED(R),7
425790257,APL,APL_R,1101353948,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,5813077616,KCab-s,KCab-s_R,CA(R),7
425790257,APL,APL_R,860266377,KCab-c,KCab-c_R,CA(R),7
425790257,APL,APL_R,394759837,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,860266377,KCab-c,KCab-c_R,aL(R),7
425790257,APL,APL_R,5813057213,KCab-m,KCab-m_R,PED(R),7
425790257,APL,APL_R,5813057213,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,1108545472,KCab-p,KCab-p_R,aL(R),7
425790257,APL,APL_R,756196541,KCg-d,KCg-d_R,PED(R),7
425790257,APL,APL_R,1108545472,KCab-p,KCab-p_R,SLP(R),7
425790257,APL,APL_R,1203769862,KCg-d,KCg-d_R,SCL(R),7
425790257,APL,APL_R,394764082,KCab-m,KCab-m_R,aL(R),7
425790257,APL,APL_R,1141674495,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,860265987,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,363029976,KCab-m,KCab-m_R,CA(R),7
425790257,APL,APL_R,754547386,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,1327831994,KCab-s,KCab-s_R,PED(R),7
425790257,APL,APL_R,5813081511,KCab-c,KCab-c_R,aL(R),7
425790257,APL,APL_R,815580911,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,5813090605,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,785525736,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,5813063527,KCa'b'-m,KCa'b'-m_R,CA(R),7
425790257,APL,APL_R,785189156,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,736808904,KCab-s,KCab-s_R,PED(R),7
425790257,APL,APL_R,394060556,KCab-s,KCab-s_R,PED(R),7
425790257,APL,APL_R,5812978878,KCg-d,KCg-d_R,PED(R),7
425790257,APL,APL_R,940083749,KCab-c,KCab-c_R,bL(R),7
425790257,APL,APL_R,363724996,KCab-c,KCab-c_R,bL(R),7
425790257,APL,APL_R,5812978878,KCg-d,KCg-d_R,SCL(R),7
425790257,APL,APL_R,5813109913,KCab-s,KCab-s_R,CA(R),7
425790257,APL,APL_R,5813106497,KCab-m,KCab-m_R,CA(R),7
425790257,APL,APL_R,847297982,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,1005179264,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,849370246,KCab-s,KCab-s_R,CA(R),7
425790257,APL,APL_R,860603005,KCab-c,KCab-c_R,CA(R),7
425790257,APL,APL_R,1171621616,KCg-d,KCg-d_R,CA(R),7
425790257,APL,APL_R,736813212,KCab-s,KCab-s_R,PED(R),7
425790257,APL,APL_R,1390942076,KCab-s,KCab-s_R,PED(R),7
425790257,APL,APL_R,860266123,KCab-c,KCab-c_R,bL(R),7
425790257,APL,APL_R,5813093111,KCa'b'-ap2,KCa'b'-ap2_R,CA(R),7
425790257,APL,APL_R,767852204,KCa'b'-m,KCa'b'-m_R,CA(R),7
425790257,APL,APL_R,1420306364,KCab-m,KCab-m_R,PED(R),7
425790257,APL,APL_R,848662421,KCab-c,KCab-c_R,aL(R),7
425790257,APL,APL_R,848287126,KCab-c,KCab-c_R,aL(R),7
425790257,APL,APL_R,940084152,KCab-c,KCab-c_R,CA(R),7
425790257,APL,APL_R,1003837184,KCg-d,KCg-d_R,PED(R),7
425790257,APL,APL_R,1003474283,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,736467526,KCab-m,KCab-m_R,PED(R),7
425790257,APL,APL_R,5813094364,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,5813060799,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,331662668,KCab-m,KCab-m_R,PED(R),7
425790257,APL,APL_R,332349327,KCab-c,KCab-c_R,aL(R),7
425790257,APL,APL_R,848321392,KCab-c,KCab-c_R,aL(R),7
425790257,APL,APL_R,5813091744,KCab-p,KCab-p_R,SLP(R),7
425790257,APL,APL_R,332344539,KCab-c,KCab-c_R,CA(R),7
425790257,APL,APL_R,332344539,KCab-c,KCab-c_R,bL(R),7
425790257,APL,APL_R,363725228,KCab-m,KCab-m_R,aL(R),7
425790257,APL,APL_R,847989021,KCab-m,KCab-m_R,PED(R),7
425790257,APL,APL_R,939738399,KCab-m,KCab-m_R,PED(R),7
425790257,APL,APL_R,363725228,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,425112506,KCab-s,KCab-s_R,PED(R),7
425790257,APL,APL_R,1420306364,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,736463614,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,5813060774,KCa'b'-ap2,KCa'b'-ap2_R,CA(R),7
425790257,APL,APL_R,363733406,KCab-s,KCab-s_R,PED(R),7
425790257,APL,APL_R,5813091313,KCab-m,KCab-m_R,aL(R),7
425790257,APL,APL_R,786221078,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,425436170,KCab-m,KCab-m_R,CA(R),7
425790257,APL,APL_R,848666776,KCab-m,KCab-m_R,CA(R),7
425790257,APL,APL_R,940084060,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,1036559490,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,939738477,KCab-m,KCab-m_R,CA(R),7
425790257,APL,APL_R,332685755,KCab-c,KCab-c_R,bL(R),7
425790257,APL,APL_R,5813114253,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,940425106,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,446883390,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,984746802,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,985429128,KCab-m,KCab-m_R,CA(R),7
425790257,APL,APL_R,363384138,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,5813062830,KCab-c,KCab-c_R,CA(R),7
425790257,APL,APL_R,1388585088,KCab-p,KCab-p_R,SLP(R),7
425790257,APL,APL_R,363387921,KCab-m,KCab-m_R,CA(R),7
425790257,APL,APL_R,847297956,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,1174384118,KCg-m,KCg-m_R,PED(R),7
425790257,APL,APL_R,364066029,KCab-c,KCab-c_R,aL(R),7
425790257,APL,APL_R,364070517,KCab-m,KCab-m_R,PED(R),7
425790257,APL,APL_R,425431837,KCab-s,KCab-s_R,PED(R),7
425790257,APL,APL_R,394064790,KCab-m,KCab-m_R,CA(R),7
425790257,APL,APL_R,332689776,KCab-m,KCab-m_R,aL(R),7
425790257,APL,APL_R,5813050818,KCab-m,KCab-m_R,bL(R),7
425790257,APL,APL_R,332003629,KCab-m,KCab-m_R,CA(R),7
425790257,APL,APL_R,847250148,KCab-c,KCab-c_R,bL(R),7
425790257,APL,APL_R,1016123127,KCab-c,KCab-c_R,aL(R),7
425790257,APL,APL_R,332344670,KCab-c,KCab-c_R,aL(R),7
425790257,APL,APL_R,5812982012,KCab-m,KCab-m_R,aL(R),6
425790257,APL,APL_R,5813021332,KCg-m,KCg-m_R,PED(R),6
425790257,APL,APL_R,673370525,KCa'b'-m,KCa'b'-m_R,PED(R),6
425790257,APL,APL_R,909730911,KCab-m,KCab-m_R,PED(R),6
425790257,APL,APL_R,673370525,KCa'b'-m,KCa'b'-m_R,CA(R),6
425790257,APL,APL_R,5812982012,KCab-m,KCab-m_R,bL(R),6
425790257,APL,APL_R,5813069385,KCa'b'-m,KCa'b'-m_R,CA(R),6
425790257,APL,APL_R,642689607,KCab-m,KCab-m_R,PED(R),6
425790257,APL,APL_R,798537638,KCab-c,KCab-c_R,NotPrimary,6
425790257,APL,APL_R,5813021341,KCg-m,KCg-m_R,PED(R),6
425790257,APL,APL_R,815568065,KCg-d,KCg-d_R,PED(R),6
425790257,APL,APL_R,860261985,KCab-c,KCab-c_R,bL(R),6
785517255,NA,APL or DPM,5812982154,KCg-m,KCg-m_R,CA(R),6
425790257,APL,APL_R,5812981379,KCab-s,KCab-s_R,PED(R),6
425790257,APL,APL_R,1141337629,KCg-m,KCg-m_R,PED(R),6
