bodyId_post,KC_type,KC_subtype,n_claws
549904387,KCa'b',KCa'b'-ap1,4
549908737,KCa'b',KCa'b'-ap2,6
549576424,KCab,KCab-m,4
549917317,KCab,KCab-m,5
549916869,KCab,KCab-m,8
550245056,KCa'b',KCa'b'-ap1,2
508939879,KCg,KCg-m,5
550271272,KCab,KCab-s,5
550598935,KCab,KCab-s,7
508939914,KCg,KCg-m,8
550599514,KCab,KCab-s,6
568635279,KCab,KCab-m,6
569278689,KC part due to gap,KC part due to gap,1
569002579,KCab,KCab-m,5
569317846,KCab,KCab-m,4
569313277,KCab,KCab-m,4
509700197,KCg,KCg-m,9
569334986,KCab,KCab-c,4
569939107,KC part due to gap,KC part due to gap,2
569615641,KCab,KCab-s,6
569650323,KCg,KCg-m,8
569999973,KCg,KCg-m,11
570288900,KCab,KCab-m,6
569943419,KCab,KCab-m,5
570314896,KCa'b',KCa'b'-m,5
570336412,KCg,KCg-m,10
570327880,KCg,KCg-m,11
570336487,KCg,KCg-m,8
570643135,KCg,KCg-m,9
570647225,KC part due to gap,KC part due to gap,2
570643109,KCg,KCg-m,9
570647366,KC part due to gap,KC part due to gap,7
570643193,KCg,KCg-m,8
570643102,KCg,KCg-m,10
570647526,KCg,KCg-m,9
570742510,KCg,KCg-m,11
570742599,KCg,KCg-m,7
570742527,KCg,KCg-m,8
570997147,KCg,KCg-m,10
571424323,KCg,KCg-m,10
571424636,KCg,KCg-m,9
571044587,KCy(half),KCy(half),10
571778433,KCg,KCg-m,9
571778381,KCg,KCg-m,10
571424748,KCg,KCg-m,9
579583329,KCa'b',KCa'b'-m,4
579592619,KCa'b',KCa'b'-m,5
579587796,KCa'b',KCa'b'-m,5
579592279,KCa'b',KCa'b'-m,5
571424650,KCg,KCg-m,12
579924731,KCa'b',KCa'b'-m,3
579928928,KCa'b',KCa'b'-m,3
580610916,KCab,KCab-m,6
580598373,KCa'b',KCa'b'-ap2,5
580934661,KCa'b',KCa'b'-ap1,5
580947602,KCa'b',KCa'b'-ap1,5
580611301,KCab,KCab-m,5
580951922,KCab,KCab-m,5
581293182,KCab,KCab-m,4
581633934,KCab,KCab-s,5
599674785,KCab,KCab-m,5
600356751,KCg,KCg-m,10
600667501,KCab,KCab-s,5
600011602,KCab,KCab-m,5
600689582,KC part due to gap,KC part due to gap,1
600684832,KCg,KCg-m,9
600693904,KCg,KCg-m,9
538653955,KCab,KCab-c,6
600702348,KCg,KCg-m,8
600978553,KC part due to gap,KC part due to gap,2
600965298,KC part due to gap,KC part due to gap,2
600702483,KCg,KCg-m,10
601047853,KCg,KCg-m,9
601047826,KCg,KCg-m,11
601302278,KC part due to gap,KC part due to gap,4
601047827,KCg,KCg-m,10
601319398,KCab,KCab-m,4
601388689,KCg,KCg-d,5
601712754,KCg,KCg-m,10
601725442,KC(incomplete?),KC(incomplete?),4
602118253,KCg,KCg-m,10
602459169,KCg,KCg-m,7
602808843,KCa'b',KCa'b'-ap2,5
602459213,KCg,KCg-m,8
540730738,KCg,KCg-m,8
602459682,KCg,KCg-m,10
602809029,KCg,KCg-m,6
610968248,KCa'b',KCa'b'-m,5
542371432,KCab,KCab-p,2
610618198,KCa'b',KCa'b'-m,5
611300533,KCa'b',KCa'b'-m,4
603422422,KCab,KCab-s,7
611304789,KCab,KCab-s,6
611305085,KCa'b',KCa'b'-m,4
611309194,KCab,KCab-m,6
539949478,KCg,KCg-m,6
611646132,KCab,KCab-s,6
611646050,KCab,KCab-p,1
611974080,KCa'b',KCa'b'-ap1,3
630373425,KCab,KCab-c,5
630373497,KCab,KCab-s,8
630381662,KCab,KCab-m,5
630377642,KCab,KCab-m,7
612669205,KCab,KCab-s,3
539983731,KCg,KCg-m,10
630722975,KC part due to gap,KC part due to gap,3
630722941,KCg,KCg-m,8
612668833,KCab,KCab-s,5
630381893,KCg,KCg-m,11
612323667,KCa'b',KCa'b'-m,5
630722830,KCab,KCab-s,3
630731599,KCg,KCg-t,7
630748479,KCa'b',KCa'b'-ap1,3
630727056,KCg,KCg-m,8
477572961,KCa'b',KCa'b'-ap2,6
631059587,KCab,KCab-s,4
631374662,KC part due to gap,KC part due to gap,6
631064055,KCg,KCg-m,9
631051057,KCg,KCg-m,10
631055506,KCg,KCg-m,10
631396256,KCg,KCg-m,8
631051012,KCab,KCab-s,5
631396453,KCab,KCab-m,8
631396532,KCg,KCg-m,12
631400190,KCg,KCg-m,6
631728731,KC part due to gap,KC part due to gap,4
631733127,KCg,KCg-m,8
631741483,KCg,KCg-m,12
632017828,KC part due to gap,KC part due to gap,1
631741308,KCg,KCg-d,6
631737380,KCg,KCg-m,10
632013356,KCab,KCab-m,5
631737164,KCg,KCg-m,8
632048075,KCg,KCg-m,9
632069851,KCg,KCg-m,6
632069728,KCg,KCg-m,7
632069757,KCg,KCg-m,9
632082635,KCg,KCg-m,12
632397510,KCg,KCg-m,7
632397798,KCg,KCg-m,8
632397750,KCg,KCg-m,11
632397786,KCg,KCg-m,11
632397780,KCg,KCg-m,9
631422121,KCg,KCg-m,8
631400598,KCg,KCg-m,10
632734572,KCg,KCg-m,8
631400622,KCg,KCg-m,10
631422224,KCg,KCg-m,7
631400693,KCg,KCg-m,9
632402333,KCg,KCg-m,7
632808044,KCg,KCg-m,9
633144545,KCg,KCg-m,6
633148704,KCg,KCg-m,7
633148716,KCg,KCg-m,10
633148859,KCg,KCg-m,10
633498748,KCg,KCg-m,8
633149039,KCg,KCg-m,8
642680823,KCab,KCab-s,6
642680853,KCab,KCab-m,4
641653381,KCa'b',KCa'b'-m,5
642335523,KCab,KCab-p,3
642681035,KCab,KCab-m,4
642680969,KCab,KCab-p,1
642689607,KCab,KCab-m,4
642335553,KCa'b',KCa'b'-m,7
643362770,KCab,KCab-s,7
642680881,KCab,KCab-m,3
643363111,KCab,KCab-s,5
633149202,KCg,KCg-m,7
660730340,KCab,KCab-c,4
661076014,KCab,KCab-c,3
661084049,KCg,KCg-m,10
643703819,KCab,KCab-s,5
661399477,KCg,KCg-m,11
661080007,KCa'b',KCa'b'-m,4
661407917,KCa'b',KCa'b'-m,7
661421129,KCg,KCg-m,7
661430179,KCg,KCg-m,9
661430106,KCg,KCg-m,10
661408056,KCg,KCg-m,7
661395129,KCg,KCg-m,10
661766416,KCg,KCg-m,8
661757811,KCg,KCg-m,10
661740651,KCg,KCg-m,9
662089919,KC part due to gap,KC part due to gap,6
662081640,KCg,KCg-m,8
662085792,KC part due to gap,KC part due to gap,1
662711769,KC part due to gap,KC part due to gap,6
662418320,KCg,KCg-m,8
662763626,KCg,KCg-m,7
662802782,KCg,KCg-m,12
662763904,KCg,KCg-m,10
662772373,KCab,KCab-m,5
662789529,KCab,KCab-s,5
662767770,KCg,KCg-m,7
663091787,KCg,KCg-m,7
662085486,KCg,KCg-m,10
662772393,KCg,KCg-m,9
662728826,KCab,KCab-m,6
663134970,KCg,KCg-m,8
662806818,KCg,KCg-m,10
662107593,KCg,KCg-m,9
662094168,KCg,KCg-m,9
662409582,KCa'b',KCa'b'-ap2,5
662107551,KCg,KCg-m,9
662103124,KCab,KCab-c,5
662081902,KCg,KCg-m,9
662754991,KCg,KCg-m,6
662461539,KCg,KCg-m,8
663834152,KCg,KCg-m,8
664141134,KCg,KCg-m,9
663493162,KCg,KCg-m,10
664184060,KCg,KCg-m,6
664188056,KCg,KCg-m,9
664187932,KCg,KCg-m,7
664188083,KCg,KCg-m,8
664188108,KCg,KCg-m,6
664188129,KCg,KCg-m,7
664188211,KCg,KCg-m,9
673029543,KCa'b',KCa'b'-m,7
673366263,KCa'b',KCa'b'-ap2,4
673715784,KCab,KCab-m,6
674393414,KCa'b',KCa'b'-ap2,6
674398014,KCab,KCab-m,6
673370525,KCa'b',KCa'b'-m,2
674056647,KCab,KCab-m,5
692775807,KC part due to gap,KC part due to gap,1
674056882,KCab,KCab-m,7
692775814,KC part due to gap,KC part due to gap,4
691760950,KCab,KCab-m,6
674738872,KCa'b',KCa'b'-ap2,6
692110379,KCab,KCab-s,6
692434135,KCg,KCg-m,9
692093440,KCg,KCg-m,9
692792746,KCab,KCab-c,2
692818786,KCg,KCg-m,6
692430198,KCg,KCg-m,9
692119287,KCg,KCg-m,9
692810011,KCg,KCg-m,11
693034103,KC part due to gap,KC part due to gap,1
692818802,KCg,KCg-m,8
693099064,KCab,KCab-m,5
693099031,KCg,KCg-m,6
693112035,KC part due to gap,KC part due to gap,1
693099102,KCg,KCg-m,4
693116214,KC part due to gap,KC part due to gap,3
693116396,KCab,KCab-c,4
693121000,KC part due to gap,KC part due to gap,2
693448777,KCab,KCab-c,3
693453332,KCab,KCab-c,6
693785353,KC part due to gap,KC part due to gap,2
693785740,KC part due to gap,KC part due to gap,5
693133603,KCg,KCg-m,9
693159855,KCab,KCab-s,6
693785780,KC part due to gap,KC part due to gap,2
693794431,KC part due to gap,KC part due to gap,2
693500652,KCg,KCg-m,9
693790141,KC part due to gap,KC part due to gap,7
693500431,KCg,KCg-m,8
693785633,KCab,KCab-m,4
693785371,KCg,KCg-m,8
693837780,KCg,KCg-m,11
693841887,KCg,KCg-m,8
694139687,KC part due to gap,KC part due to gap,2
693841929,KCab,KCab-s,6
694126800,KC part due to gap,KC part due to gap,5
694524222,KCg,KCg-m,6
693846112,KCg,KCg-m,10
704409742,KCab,KCab-s,5
704750475,KCab,KCab-s,6
704742082,KCa'b',KCa'b'-m,5
704750665,KCab,KCab-m,8
704746457,KCab,KCab-p,3
704750673,KCab,KCab-m,6
704750742,KCab,KCab-s,5
661740600,KC part due to gap,KC part due to gap,2
704750766,KCab,KCab-m,7
705091521,KCab,KCab-m,6
661408094,KCab,KCab-m,5
704750842,KCab,KCab-m,4
705432638,KCab,KCab-s,5
705082892,KCa'b',KCa'b'-m,4
705432922,KCab,KCab-m,5
705091769,KCab,KCab-c,3
704759205,KCa'b',KCa'b'-ap2,3
722467632,KCg,KCg-m,9
722471778,KCg,KCg-m,6
705774051,KCab,KCab-s,6
722450065,KCg,KCg-m,9
722821616,KCg,KCg-m,10
723128414,KC part due to gap,KC part due to gap,1
723153828,KCg,KCg-m,9
662414157,KCab,KCab-c,5
723167312,KCg,KCg-m,8
723469488,KC part due to gap,KC part due to gap,3
723158245,KCg,KCg-m,7
662452625,KCg,KCg-m,8
662409505,KCa'b',KCa'b'-m,6
723508068,KCa'b',KCa'b'-ap1,4
723495119,KCg,KCg-m,10
723810015,KC part due to gap,KC part due to gap,2
723508162,KCg,KCg-m,6
724133866,KC part due to gap,KC part due to gap,3
724138359,KC part due to gap,KC part due to gap,4
724134170,KC part due to gap,KC part due to gap,1
724488194,KC part due to gap,KC part due to gap,3
724488362,KC part due to gap,KC part due to gap,1
723849351,KCg,KCg-m,8
724142845,KCg,KCg-m,8
723848801,KCg,KCg-m,8
724151343,KC part due to gap,KC part due to gap,4
724816217,KC part due to gap,KC part due to gap,4
724522447,KCg,KCg-m,8
724829211,KC part due to gap,KC part due to gap,1
723853340,KCab,KCab-s,5
724134138,KCab,KCab-m,4
724825187,KC part due to gap,KC part due to gap,4
724763999,KC part due to gap,KC part due to gap,2
724531411,KCg,KCg-m,10
724867606,KCg,KCg-m,8
724876683,KCg,KCg-m,8
724867917,KCg,KCg-m,6
725174424,KCab,KCab-m,4
724885340,KCg,KCg-m,9
735785459,KCab,KCab-m,3
735785541,KCab,KCab-s,7
725217343,KCg,KCg-m,9
725200110,KCg,KCg-m,9
735785639,KCab,KCab-c,4
735785741,KCab,KCab-s,6
735785583,KCab,KCab-s,6
735790008,KCab,KCab-s,7
736117977,KCa'b',KCa'b'-m,5
736126668,KCab,KCab-c,6
736126644,KCab,KCab-c,4
736122569,KCab,KCab-m,3
736463614,KCab,KCab-m,5
736126732,KCab,KCab-m,3
736126563,KCab,KCab-c,4
736126717,KCab,KCab-c,5
736467640,KCab,KCab-m,4
736126746,KCab,KCab-m,5
736808904,KCab,KCab-s,7
736808522,KCa'b',KCa'b'-ap2,4
736813212,KCab,KCab-s,4
736467526,KCab,KCab-m,5
737149820,KCa'b',KCa'b'-ap2,6
753489735,KCab,KCab-c,5
737491062,KCa'b',KCa'b'-ap1,4
737149964,KCa'b',KCa'b'-ap1,4
737150041,KCa'b',KCa'b'-ap2,5
753506746,KCg,KCg-d,1
753489951,KCab,KCab-c,7
753852396,KCab,KCab-c,3
753852265,KCab,KCab-c,4
753847960,KCg,KCg-m,9
753489892,KCab,KCab-c,4
754150161,KC part due to gap,KC part due to gap,3
754154720,KC part due to gap,KC part due to gap,2
753839564,KCg,KCg-m,7
754184667,KCab,KCab-s,8
753852432,KCg,KCg-m,9
754163207,KCab,KCab-c,0
754188911,KCg,KCg-m,5
754188980,KCg,KCg-m,10
754486618,KC part due to gap,KC part due to gap,1
754491144,KC part due to gap,KC part due to gap,1
754206396,KCg,KCg-m,4
754832123,KC part due to gap,KC part due to gap,5
754197850,KCab,KCab-s,6
754202022,KCg,KCg-m,8
754879354,KCab,KCab-c,3
754538763,KCab,KCab-c,1
754893183,KCa'b',KCa'b'-ap2,4
755173211,KC part due to gap,KC part due to gap,3
755173189,KCab,KCab-c,3
754525744,KCa'b',KCa'b'-ap2,3
754870859,KCg,KCg-m,8
754547386,KCg,KCg-m,7
755177787,KCab,KCab-m,7
755527664,KC part due to gap,KC part due to gap,2
755234235,KCab,KCab-c,2
755229523,KCg,KCg-m,10
755868550,KCab,KCab-c,2
756196285,KCg,KCg-m,9
756196541,KCg,KCg-d,1
755851102,KCg,KCg-m,4
756567539,KCab,KCab-m,6
755544921,KCg,KCg-m,7
756585129,KCab,KCab-m,6
766820559,KCab,KCab-m,5
767161677,KCab,KCab-m,1
767161652,KCab,KCab-m,4
767502579,KCab,KCab-c,6
767502627,KCab,KCab-c,4
767502639,KCab,KCab-c,2
767502667,KCab,KCab-c,3
768184496,KCa'b',KCa'b'-m,4
767502657,KCab,KCab-c,3
767852204,KCa'b',KCa'b'-m,4
768525647,KCa'b',KCa'b'-ap2,6
768525593,KCa'b',KCa'b'-ap1,2
768184623,KCa'b',KCa'b'-m,5
768525608,KCa'b',KCa'b'-ap2,5
784204967,KCg,KCg-m,7
768184604,KCa'b',KCa'b'-ap2,6
784541732,KCg,KCg-d,1
784541854,KCg,KCg-m,9
784844115,KC part due to gap,KC part due to gap,2
784844112,KCab,KCab-c,3
784848513,KC part due to gap,KC part due to gap,1
784882707,KCab,KCab-c,3
784895866,KCg,KCg-m,8
785232629,KCab,KCab-c,5
785189156,KCab,KCab-m,6
785198372,KCab,KCab-m,6
785232649,KCg,KCg-m,6
785456671,KC part due to gap,KC part due to gap,1
785521487,KC part due to gap,KC part due to gap,1
785517281,KC part due to gap,KC part due to gap,1
785525842,KC part due to gap,KC part due to gap,2
785525736,KCab,KCab-m,6
785521517,KC part due to gap,KC part due to gap,2
785888696,KCab,KCab-c,2
798196389,KCab,KCab-m,5
786929029,KCab,KCab-s,5
785914742,KCg,KCg-m,9
798192091,KCab,KCab-m,6
785573850,KCab,KCab-s,4
785918963,KCg,KCg-t,8
786221078,KCab,KCab-m,7
798192162,KCab,KCab-c,5
798196461,KCab,KCab-c,5
797855394,KCab,KCab-m,6
798533259,KCab,KCab-c,1
797514653,KCab,KCab-m,6
798528850,KCa'b',KCa'b'-m,4
798196454,KCab,KCab-m,5
798537638,KCab,KCab-c,5
798537538,KCab,KCab-c,3
798192115,KCab,KCab-m,4
798537392,KCab,KCab-c,5
798537456,KCab,KCab-c,5
798537701,KCab,KCab-c,4
799219511,KCa'b',KCa'b'-m,7
799560834,KCa'b',KCa'b'-m,6
815240159,KCab,KCab-m,5
815926323,KCab,KCab-c,4
799906141,KCa'b',KCa'b'-ap2,7
815921891,KCab,KCab-c,5
815922095,KCab,KCab-s,5
815585355,KCab,KCab-c,4
815926332,KCab,KCab-m,7
815926346,KCab,KCab-c,3
815922112,KCg,KCg-m,7
815930761,KCab,KCab-s,4
815580911,KCg,KCg-m,7
815909099,KCg,KCg-m,7
816254592,KCab,KCab-c,5
816613438,KCa'b',KCa'b'-ap1,3
816276055,KCg,KCg-m,11
816263443,KCab,KCab-c,3
816962833,KCa'b',KCa'b'-ap2,4
798869986,KCab,KCab-s,6
799215269,KCab,KCab-p,2
799901370,KCa'b',KCa'b'-ap1,3
798874090,KCab,KCab-s,5
816276925,KCg,KCg-m,9
817294806,KCa'b',KCa'b'-ap2,2
817985849,KCab,KCab-s,3
817299301,KCa'b',KCa'b'-m,5
817993932,KCab,KCab-s,4
818637585,KCab,KCab-c,3
829231385,KCab,KCab-m,5
829231457,KCab,KCab-m,6
829572451,KCab,KCab-c,4
846270628,KCab,KCab-c,5
829572252,KCab,KCab-c,5
829235909,KCab,KCab-p,1
831273286,KCa'b',KCa'b'-ap1,4
830586919,KCa'b',KCa'b'-ap2,5
829015629,KCab,KCab-m,5
829572544,KCab,KCab-c,1
846611908,KCab,KCab-c,3
846616159,KCab,KCab-m,4
846602958,KCg,KCg-d,4
846616006,KCab,KCab-c,4
846620223,KCab,KCab-s,5
846611449,KCab,KCab-c,3
846952683,KCab,KCab-m,6
846952407,KCab,KCab-m,6
846620287,KCab,KCab-m,7
847254536,KCab,KCab-m,5
847254581,KCab,KCab-m,3
785189253,KC part due to gap,KC part due to gap,1
847293869,KCab,KCab-s,4
847302850,KCg,KCg-m,8
847297982,KCab,KCab-m,4
847297956,KCg,KCg-m,7
848287126,KCab,KCab-c,3
848662421,KCab,KCab-c,4
848662441,KCab,KCab-c,4
847989021,KCab,KCab-m,5
848321392,KCab,KCab-c,4
848666776,KCab,KCab-m,6
849370246,KCab,KCab-s,4
849370258,KCab,KCab-s,8
848316930,KCab,KCab-c,4
849707224,KCab,KCab-s,5
860257495,KCab,KCab-m,6
848692583,KCg,KCg-m,9
848330091,KCab,KCab-s,6
860265987,KCab,KCab-m,6
860266014,KCab,KCab-m,5
860266123,KCab,KCab-c,4
860266062,KCab,KCab-m,4
849685478,KCab,KCab-m,4
860261985,KCab,KCab-c,7
860266346,KCab,KCab-c,3
860266377,KCab,KCab-c,4
860266404,KCab,KCab-c,5
860266309,KCab,KCab-m,5
798196366,KCab,KCab-m,6
860603005,KCab,KCab-c,5
860607367,KCab,KCab-c,3
860607480,KCab,KCab-c,3
860607450,KCab,KCab-c,2
860607168,KCab,KCab-c,3
860607503,KCab,KCab-c,4
860607455,KCab,KCab-c,6
860944055,KCab,KCab-c,7
861634934,KCa'b',KCa'b'-m,3
861630613,KCa'b',KCa'b'-m,4
861285145,KCab,KCab-p,3
862312670,KCa'b',KCa'b'-ap1,4
877318574,KCab,KCab-m,6
