datefly,odor_pair_str,correlation,odor_pair
2022-09-26/1,"ECin, d-dlac",0.058499543101900975,"ECin, d-dlac"
2022-09-26/1,"ECin, eug",-0.04238240856756703,"ECin, eug"
2022-09-26/1,"ECin, g-6lac",-0.0435648312939696,"ECin, g-6lac"
2022-09-26/1,"MethOct, MethOct",1.0,"MethOct, MethOct"
2022-09-26/1,"MethOct, PropAc",0.28614362991352593,"MethOct, PropAc"
2022-09-26/1,"MethOct, benz",-0.1529880002237809,"MethOct, benz"
2022-09-26/1,"MethOct, d-dlac",-0.051808869527536494,"MethOct, d-dlac"
2022-09-26/1,"MethOct, eug",-0.050961541968186586,"MethOct, eug"
2022-09-26/1,"MethOct, g-6lac",0.008052740294512417,"MethOct, g-6lac"
2022-09-26/1,"PropAc, PropAc",1.0,"PropAc, PropAc"
2022-09-26/1,"PropAc, benz",-0.18968837775630032,"PropAc, benz"
2022-09-26/1,"PropAc, d-dlac",-0.10909000443807981,"PropAc, d-dlac"
2022-09-26/1,"PropAc, eug",-0.15285873610989476,"PropAc, eug"
2022-09-26/1,"PropAc, g-6lac",-0.1278658133610966,"PropAc, g-6lac"
2022-09-26/1,"benz, benz",1.0,"benz, benz"
2022-09-26/1,"benz, d-dlac",-0.008042712184732181,"benz, d-dlac"
2022-09-26/1,"benz, eug",-0.1078950087135544,"benz, eug"
2022-09-26/1,"benz, g-6lac",-0.05750813320676085,"benz, g-6lac"
2022-09-26/1,"d-dlac, d-dlac",1.0,"d-dlac, d-dlac"
2022-09-26/1,"d-dlac, eug",0.32137117440603247,"d-dlac, eug"
2022-09-26/1,"d-dlac, g-6lac",0.4163442611855006,"d-dlac, g-6lac"
2022-09-26/1,"eug, eug",1.0,"eug, eug"
2022-09-26/1,"eug, g-6lac",0.13633338186625554,"eug, g-6lac"
2022-09-26/1,"g-6lac, g-6lac",1.0,"g-6lac, g-6lac"
2022-09-26/3,"1-6ol, 1-6ol",1.0,"1-6ol, 1-6ol"
2022-09-26/3,"1-6ol, 1p3ol",-0.05557095780265797,"1-6ol, 1p3ol"
2022-09-26/3,"1-6ol, 2-but",-0.07581946366977399,"1-6ol, 2-but"
2022-09-26/3,"1-6ol, ECin",-0.02610629100932149,"1-6ol, ECin"
2022-09-26/3,"1-6ol, MethOct",-0.009435206512534489,"1-6ol, MethOct"
2022-09-26/3,"1-6ol, PropAc",-0.06330190251479273,"1-6ol, PropAc"
2022-09-26/3,"1-6ol, benz",0.05340045278551919,"1-6ol, benz"
2022-09-26/3,"1-6ol, d-dlac",0.16567228827232117,"1-6ol, d-dlac"
2022-09-26/3,"1-6ol, eug",-0.060766192638118444,"1-6ol, eug"
2022-09-26/3,"1-6ol, g-6lac",0.12343757495161067,"1-6ol, g-6lac"
2022-09-26/3,"1p3ol, 1p3ol",1.0,"1p3ol, 1p3ol"
2022-09-26/3,"1p3ol, 2-but",0.22813131977200718,"1p3ol, 2-but"
2022-09-26/3,"1p3ol, ECin",0.03019195033812838,"1p3ol, ECin"
2022-09-26/3,"1p3ol, MethOct",0.08819113128047185,"1p3ol, MethOct"
2022-09-26/3,"1p3ol, PropAc",0.06889957793680601,"1p3ol, PropAc"
2022-09-26/3,"1p3ol, benz",-0.05028101195449963,"1p3ol, benz"
2022-09-26/3,"1p3ol, d-dlac",0.28746219074852375,"1p3ol, d-dlac"
2022-09-26/3,"1p3ol, eug",0.3716605034783447,"1p3ol, eug"
2022-09-26/3,"1p3ol, g-6lac",0.47687388013570753,"1p3ol, g-6lac"
2022-09-26/3,"2-but, 2-but",1.0,"2-but, 2-but"
2022-09-26/3,"2-but, ECin",-0.08002956621452761,"2-but, ECin"
2022-09-26/3,"2-but, MethOct",-0.05283557889353241,"2-but, MethOct"
2022-09-26/3,"2-but, PropAc",0.3829786661462582,"2-but, PropAc"
2022-09-26/3,"2-but, benz",-0.1896228578361363,"2-but, benz"
2022-09-26/3,"2-but, d-dlac",0.022791294503562765,"2-but, d-dlac"
2022-09-26/3,"2-but, eug",0.0020918162331443613,"2-but, eug"
2022-09-26/3,"2-but, g-6lac",0.01709529140962962,"2-but, g-6lac"
2022-09-26/3,"ECin, ECin",1.0,"ECin, ECin"
2022-09-26/3,"ECin, MethOct",0.06520505216827444,"ECin, MethOct"
2022-09-26/3,"ECin, PropAc",-0.10315130005336481,"ECin, PropAc"
2022-09-26/3,"ECin, benz",0.19619533902620845,"ECin, benz"
2022-09-26/3,"ECin, d-dlac",0.11895186099292276,"ECin, d-dlac"
2022-09-26/3,"ECin, eug",0.04638429426475521,"ECin, eug"
2022-09-26/3,"ECin, g-6lac",0.05711327262186461,"ECin, g-6lac"
2022-09-26/3,"MethOct, MethOct",1.0,"MethOct, MethOct"
2022-09-26/3,"MethOct, PropAc",0.30798810932121135,"MethOct, PropAc"
2022-09-26/3,"MethOct, benz",-0.1499892640814171,"MethOct, benz"
2022-09-26/3,"MethOct, d-dlac",0.11371617816098367,"MethOct, d-dlac"
2022-09-26/3,"MethOct, eug",0.02311858342926043,"MethOct, eug"
2022-09-26/3,"MethOct, g-6lac",0.2579139875654449,"MethOct, g-6lac"
2022-09-26/3,"PropAc, PropAc",1.0,"PropAc, PropAc"
2022-09-26/3,"PropAc, benz",-0.23066636573989396,"PropAc, benz"
2022-09-26/3,"PropAc, d-dlac",-0.062107315556709786,"PropAc, d-dlac"
2022-09-26/3,"PropAc, eug",-0.08000004416914641,"PropAc, eug"
2022-09-26/3,"PropAc, g-6lac",-0.02589362675214102,"PropAc, g-6lac"
2022-09-26/3,"benz, benz",1.0,"benz, benz"
2022-09-26/3,"benz, d-dlac",-0.04373661505846149,"benz, d-dlac"
2022-09-26/3,"benz, eug",-0.06089094678271301,"benz, eug"
2022-09-26/3,"benz, g-6lac",-0.08784111174962739,"benz, g-6lac"
2022-09-26/3,"d-dlac, d-dlac",1.0,"d-dlac, d-dlac"
2022-09-26/3,"d-dlac, eug",0.27325371872146365,"d-dlac, eug"
2022-09-26/3,"d-dlac, g-6lac",0.46520057460439646,"d-dlac, g-6lac"
2022-09-26/3,"eug, eug",1.0,"eug, eug"
2022-09-26/3,"eug, g-6lac",0.3119502096984683,"eug, g-6lac"
2022-09-26/3,"g-6lac, g-6lac",1.0,"g-6lac, g-6lac"
2022-10-10/1,"1-5ol, 1-5ol",1.0,"1-5ol, 1-5ol"
2022-10-10/1,"1-5ol, 1-6ol",0.7639946129032099,"1-5ol, 1-6ol"
2022-10-10/1,"1-5ol, 1-8ol",0.4209199128242951,"1-5ol, 1-8ol"
2022-10-10/1,"1-5ol, 2-but",0.06323544172604778,"1-5ol, 2-but"
2022-10-10/1,"1-5ol, 2h",0.14530306786998648,"1-5ol, 2h"
2022-10-10/1,"1-5ol, 6al",0.5278382811110482,"1-5ol, 6al"
2022-10-10/1,"1-5ol, B-cit",0.08493889890914019,"1-5ol, B-cit"
2022-10-10/1,"1-5ol, IaA",0.0013253004127752321,"1-5ol, IaA"
2022-10-10/1,"1-5ol, Lin",0.03393639623518596,"1-5ol, Lin"
2022-10-10/1,"1-5ol, aa",-0.0681155795164261,"1-5ol, aa"
2022-10-10/1,"1-5ol, benz",0.2802152164568332,"1-5ol, benz"
2022-10-10/1,"1-5ol, eb",0.060468472490189606,"1-5ol, eb"
2022-10-10/1,"1-5ol, ep",0.08250201243576716,"1-5ol, ep"
2022-10-10/1,"1-5ol, ms",-0.02548064113960047,"1-5ol, ms"
2022-10-10/1,"1-5ol, pa",0.05608130342899198,"1-5ol, pa"
2022-10-10/1,"1-5ol, t2h",0.28983469108258875,"1-5ol, t2h"
2022-10-10/1,"1-5ol, va",-0.1200052848260893,"1-5ol, va"
2022-10-10/1,"1-6ol, 1-6ol",1.0,"1-6ol, 1-6ol"
2022-10-10/1,"1-6ol, 1-8ol",0.558062298171675,"1-6ol, 1-8ol"
2022-10-10/1,"1-6ol, 2-but",0.0018569625502251608,"1-6ol, 2-but"
2022-10-10/1,"1-6ol, 2h",0.1001310207040319,"1-6ol, 2h"
2022-10-10/1,"1-6ol, 6al",0.34853022745301154,"1-6ol, 6al"
2022-10-10/1,"1-6ol, B-cit",0.1186972843793882,"1-6ol, B-cit"
2022-10-10/1,"1-6ol, IaA",-0.03508662940532492,"1-6ol, IaA"
2022-10-10/1,"1-6ol, Lin",0.09971058777343955,"1-6ol, Lin"
2022-10-10/1,"1-6ol, aa",-0.07181658282955561,"1-6ol, aa"
2022-10-10/1,"1-6ol, benz",0.19506801338041657,"1-6ol, benz"
2022-10-10/1,"1-6ol, eb",-0.0014970575399291253,"1-6ol, eb"
2022-10-10/1,"1-6ol, ep",0.014591422208861227,"1-6ol, ep"
2022-10-10/1,"1-6ol, ms",-0.028590055001786352,"1-6ol, ms"
2022-10-10/1,"1-6ol, pa",0.09285813604846815,"1-6ol, pa"
2022-10-10/1,"1-6ol, t2h",0.21941643569361335,"1-6ol, t2h"
2022-10-10/1,"1-6ol, va",-0.13039494162533782,"1-6ol, va"
2022-10-10/1,"1-8ol, 1-8ol",1.0,"1-8ol, 1-8ol"
2022-10-10/1,"1-8ol, 2-but",0.07193716242444781,"1-8ol, 2-but"
2022-10-10/1,"1-8ol, 2h",0.057318380262842195,"1-8ol, 2h"
2022-10-10/1,"1-8ol, 6al",0.2088147719859339,"1-8ol, 6al"
2022-10-10/1,"1-8ol, B-cit",0.3350426336466634,"1-8ol, B-cit"
2022-10-10/1,"1-8ol, IaA",-0.03236842285580033,"1-8ol, IaA"
2022-10-10/1,"1-8ol, Lin",0.323542328011571,"1-8ol, Lin"
2022-10-10/1,"1-8ol, aa",-0.004001827963660887,"1-8ol, aa"
2022-10-10/1,"1-8ol, benz",0.07857511899240399,"1-8ol, benz"
2022-10-10/1,"1-8ol, eb",0.004080054656892984,"1-8ol, eb"
2022-10-10/1,"1-8ol, ep",0.036049604325532836,"1-8ol, ep"
2022-10-10/1,"1-8ol, ms",0.029050852407366046,"1-8ol, ms"
2022-10-10/1,"1-8ol, pa",0.08185471884280315,"1-8ol, pa"
2022-10-10/1,"1-8ol, t2h",0.2134674985563323,"1-8ol, t2h"
2022-10-10/1,"1-8ol, va",-0.07810553499114081,"1-8ol, va"
2022-10-10/1,"2-but, 2-but",1.0,"2-but, 2-but"
2022-10-10/1,"2-but, 2h",0.023616895011206007,"2-but, 2h"
2022-10-10/1,"2-but, 6al",0.15898176544623632,"2-but, 6al"
2022-10-10/1,"2-but, B-cit",0.03640345518312482,"2-but, B-cit"
2022-10-10/1,"2-but, IaA",-0.07157883033094392,"2-but, IaA"
2022-10-10/1,"2-but, Lin",-0.01915479354887295,"2-but, Lin"
2022-10-10/1,"2-but, aa",0.0004779925480198344,"2-but, aa"
2022-10-10/1,"2-but, benz",-0.04248883843420437,"2-but, benz"
2022-10-10/1,"2-but, eb",0.26054067461318375,"2-but, eb"
2022-10-10/1,"2-but, ep",0.5332435615608662,"2-but, ep"
2022-10-10/1,"2-but, ms",0.08301108320291717,"2-but, ms"
2022-10-10/1,"2-but, pa",-0.09050066037835736,"2-but, pa"
2022-10-10/1,"2-but, t2h",0.008035094071895177,"2-but, t2h"
2022-10-10/1,"2-but, va",0.05540176087152704,"2-but, va"
2022-10-10/1,"2h, 2h",1.0,"2h, 2h"
2022-10-10/1,"2h, 6al",0.21115039065526786,"2h, 6al"
2022-10-10/1,"2h, B-cit",-0.03945789863353677,"2h, B-cit"
2022-10-10/1,"2h, IaA",0.39189206548784494,"2h, IaA"
2022-10-10/1,"2h, Lin",0.207608384644281,"2h, Lin"
2022-10-10/1,"2h, aa",0.044514445236557565,"2h, aa"
2022-10-10/1,"2h, benz",0.12286853354021765,"2h, benz"
2022-10-10/1,"2h, eb",0.06984059947460042,"2h, eb"
2022-10-10/1,"2h, ep",-0.03366519120204936,"2h, ep"
2022-10-10/1,"2h, ms",-0.007781953975308342,"2h, ms"
2022-10-10/1,"2h, pa",0.5016208130419808,"2h, pa"
2022-10-10/1,"2h, t2h",0.12093437641621063,"2h, t2h"
2022-10-10/1,"2h, va",0.04699377444076236,"2h, va"
2022-10-10/1,"6al, 6al",1.0,"6al, 6al"
2022-10-10/1,"6al, B-cit",0.1275513447251153,"6al, B-cit"
2022-10-10/1,"6al, IaA",-0.1135140613518617,"6al, IaA"
2022-10-10/1,"6al, Lin",-0.0397642556827158,"6al, Lin"
2022-10-10/1,"6al, aa",0.09314297381760761,"6al, aa"
2022-10-10/1,"6al, benz",0.30359136916482676,"6al, benz"
2022-10-10/1,"6al, eb",0.026538339004288813,"6al, eb"
2022-10-10/1,"6al, ep",-0.03325809221514753,"6al, ep"
2022-10-10/1,"6al, ms",-0.01358567649057707,"6al, ms"
2022-10-10/1,"6al, pa",-0.06015399682883893,"6al, pa"
2022-10-10/1,"6al, t2h",0.5928986791610829,"6al, t2h"
2022-10-10/1,"6al, va",0.1853259225857975,"6al, va"
2022-10-10/1,"B-cit, B-cit",1.0,"B-cit, B-cit"
2022-10-10/1,"B-cit, IaA",-0.02087252716709509,"B-cit, IaA"
2022-10-10/1,"B-cit, Lin",0.14432050938049557,"B-cit, Lin"
2022-10-10/1,"B-cit, aa",0.2971830814308517,"B-cit, aa"
2022-10-10/1,"B-cit, benz",0.0035275722055474468,"B-cit, benz"
2022-10-10/1,"B-cit, eb",-0.04979274481494089,"B-cit, eb"
2022-10-10/1,"B-cit, ep",-0.1045416780165529,"B-cit, ep"
2022-10-10/1,"B-cit, ms",0.07922062124474205,"B-cit, ms"
2022-10-10/1,"B-cit, pa",-0.028429231539130795,"B-cit, pa"
2022-10-10/1,"B-cit, t2h",0.07554696100172498,"B-cit, t2h"
2022-10-10/1,"B-cit, va",0.11555086946361193,"B-cit, va"
2022-10-10/1,"IaA, IaA",1.0,"IaA, IaA"
2022-10-10/1,"IaA, Lin",0.14679115305450408,"IaA, Lin"
2022-10-10/1,"IaA, aa",-0.11233104575274044,"IaA, aa"
2022-10-10/1,"IaA, benz",0.01838375833581718,"IaA, benz"
2022-10-10/1,"IaA, eb",0.19038116827378637,"IaA, eb"
2022-10-10/1,"IaA, ep",0.09089958276589238,"IaA, ep"
2022-10-10/1,"IaA, ms",-0.01276819788287109,"IaA, ms"
2022-10-10/1,"IaA, pa",0.631279797760016,"IaA, pa"
2022-10-10/1,"IaA, t2h",-0.10298513257315056,"IaA, t2h"
2022-10-10/1,"IaA, va",-0.13262828205768207,"IaA, va"
2022-10-10/1,"Lin, Lin",1.0,"Lin, Lin"
2022-10-10/1,"Lin, aa",0.06248214893977122,"Lin, aa"
2022-10-10/1,"Lin, benz",0.039544032956659425,"Lin, benz"
2022-10-10/1,"Lin, eb",-0.06792421147522165,"Lin, eb"
2022-10-10/1,"Lin, ep",-0.05413786991076952,"Lin, ep"
2022-10-10/1,"Lin, ms",0.047418601658898774,"Lin, ms"
2022-10-10/1,"Lin, pa",0.046201952084507614,"Lin, pa"
2022-10-10/1,"Lin, t2h",-5.285749912808946e-05,"Lin, t2h"
2022-10-10/1,"Lin, va",-0.056430929323023626,"Lin, va"
2022-10-10/1,"aa, aa",1.0,"aa, aa"
2022-10-10/1,"aa, benz",0.0032242486681479665,"aa, benz"
2022-10-10/1,"aa, eb",-0.10003859836482909,"aa, eb"
2022-10-10/1,"aa, ep",-0.14210129121471238,"aa, ep"
2022-10-10/1,"aa, ms",0.07635099611498519,"aa, ms"
2022-10-10/1,"aa, pa",-0.09634847424836113,"aa, pa"
2022-10-10/1,"aa, t2h",0.02686469533025082,"aa, t2h"
2022-10-10/1,"aa, va",0.2831256049039119,"aa, va"
2022-10-10/1,"benz, benz",1.0,"benz, benz"
2022-10-10/1,"benz, eb",-0.0653102053136565,"benz, eb"
2022-10-10/1,"benz, ep",-0.07036112558152352,"benz, ep"
2022-10-10/1,"benz, ms",0.18937154890788155,"benz, ms"
2022-10-10/1,"benz, pa",-0.003762713896666492,"benz, pa"
2022-10-10/1,"benz, t2h",0.2779511123835394,"benz, t2h"
2022-10-10/1,"benz, va",0.019734577846941437,"benz, va"
2022-10-10/1,"eb, eb",1.0,"eb, eb"
2022-10-10/1,"eb, ep",0.6280862473974251,"eb, ep"
2022-10-10/1,"eb, ms",-0.02454780119374389,"eb, ms"
2022-10-10/1,"eb, pa",0.07189504210243924,"eb, pa"
2022-10-10/1,"eb, t2h",-0.04217508338428555,"eb, t2h"
2022-10-10/1,"eb, va",0.043644182597483594,"eb, va"
2022-10-10/1,"ep, ep",1.0,"ep, ep"
2022-10-10/1,"ep, ms",-0.017855303806995515,"ep, ms"
2022-10-10/1,"ep, pa",0.017241033131818795,"ep, pa"
2022-10-10/1,"ep, t2h",-0.1118044075232063,"ep, t2h"
2022-10-10/1,"ep, va",-0.05698750603390801,"ep, va"
2022-10-10/1,"ms, ms",1.0,"ms, ms"
2022-10-10/1,"ms, pa",-0.05936065018788339,"ms, pa"
2022-10-10/1,"ms, t2h",0.014378363561023955,"ms, t2h"
2022-10-10/1,"ms, va",0.05447946264367298,"ms, va"
2022-10-10/1,"pa, pa",1.0,"pa, pa"
2022-10-10/1,"pa, t2h",-0.0049512940381502,"pa, t2h"
2022-10-10/1,"pa, va",-0.12267668907234541,"pa, va"
2022-10-10/1,"t2h, t2h",1.0,"t2h, t2h"
2022-10-10/1,"t2h, va",0.2864307861753803,"t2h, va"
2022-10-10/1,"va, va",1.0,"va, va"
2022-10-10/2,"1-5ol, 1-5ol",1.0,"1-5ol, 1-5ol"
2022-10-10/2,"1-5ol, 1-6ol",0.811450153588139,"1-5ol, 1-6ol"
2022-10-10/2,"1-5ol, 1-8ol",0.45032314151589714,"1-5ol, 1-8ol"
2022-10-10/2,"1-5ol, 2-but",0.017580092959054605,"1-5ol, 2-but"
2022-10-10/2,"1-5ol, 2h",0.0662643539305916,"1-5ol, 2h"
2022-10-10/2,"1-5ol, 6al",0.43072639164735527,"1-5ol, 6al"
2022-10-10/2,"1-5ol, B-cit",0.12910146809066636,"1-5ol, B-cit"
